state_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
CA,Mountain View,Wander (f. YongoPal),1/1/2010,7/1/2013,4/1/2010,1/1/2011,0.2466,1.0,1.1616,5,185000,1,1,0,0,0,0,mobile,1,1,0,0,0,0,2.0,1,closed
OR,Portland,CrowdCompass,4/1/2009,,12/11/2011,12/11/2011,2.6959,2.6959,3.2192,1,1300000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,1.0,0,acquired
NY,New York,Right Media,1/1/2003,,10/17/2006,10/17/2006,3.7945,3.7945,,1,45000000,0,0,1,0,0,0,advertising,0,0,0,1,0,0,1.0,0,acquired
MA,Boston,Goby,7/1/2008,,10/20/2010,10/20/2010,2.3041,2.3041,-0.3342,1,2500000,3,0,0,1,0,0,search,0,0,1,0,0,0,2.0,1,acquired
TX,Austin,FiveRuns,2/1/2005,,9/1/2005,10/28/2007,0.5808,2.737,1.9151,2,9200000,2,0,0,0,1,0,web,0,0,1,1,0,0,1.0,1,acquired
CA,Beverly Hills,GeekStatus,8/1/2010,6/1/2013,2/10/2009,6/12/2010,-1.4712,-0.1369999999999999,,4,435953,0,1,0,0,0,0,web,0,1,0,0,0,0,1.0,0,closed
CT,Hartford,MOLI,1/1/2008,5/24/2010,1/1/2007,1/1/2008,-1.0,0.0,-1.5863,2,55600000,2,0,0,0,0,1,network_hosting,0,0,1,1,0,0,2.0,0,closed
CO,Greenwood Village,TrenStar,1/1/2001,,4/6/2007,4/6/2007,6.263,6.263,1.0,1,10000000,1,0,0,0,0,1,software,1,0,0,0,0,0,1.0,0,acquired
WA,Seattle,World Blender,1/1/2010,2/1/2011,11/1/2010,11/1/2010,0.8329,0.8329,0.6658,1,12000,1,0,0,0,0,1,games_video,0,1,0,0,0,0,1.0,1,closed
MD,College Park,Zymetis,1/1/2006,12/7/2012,1/11/2010,1/31/2010,4.0301,4.0849,,2,2257464,0,0,0,0,0,1,biotech,1,0,0,0,0,0,1.0,0,closed
NY,New York,Dispatch,5/1/2011,,7/1/2011,11/10/2011,0.1671,0.5288,0.1671,2,983000,2,0,1,0,0,0,messaging,0,1,0,0,0,0,6.0,1,acquired
CA,Los Angeles,HauteLook,12/1/2007,,5/12/2009,6/3/2010,1.4466,2.5068,2.5014,2,41000000,2,1,0,0,0,0,fashion,0,0,0,1,1,0,1.5,1,acquired
TX,Addison,Semantra,1/1/2003,4/25/2010,9/1/2006,7/22/2008,3.6685,5.5589,,3,9100000,0,0,0,0,1,0,software,1,0,0,1,1,0,1.0,0,closed
CA,Napa,Inertia Beverage Group,10/22/2004,1/16/2013,4/2/2007,1/1/2012,2.4438,7.1973,-2.0575,3,25500100,3,1,0,0,0,0,software,1,0,0,1,0,0,2.5,1,closed
CA,San Francisco,Sponge,1/1/2010,,4/19/2010,4/19/2010,0.2959,0.2959,1.5863,1,400000,2,1,0,0,0,0,web,0,1,0,0,0,0,1.0,1,acquired
NY,New York,Genesis Networks,1/1/2002,,9/26/2006,5/6/2010,4.737,8.3479,,10,22165091,0,0,1,0,0,0,network_hosting,1,0,0,1,0,0,2.0,1,acquired
CA,San Francisco,Mogad,6/1/2007,,8/1/2007,8/1/2007,0.1671,0.1671,0.6712,1,500000,2,1,0,0,0,0,network_hosting,0,0,1,0,0,0,4.0,1,acquired
CA,Mountain View,Meebo,2/1/2005,,10/1/2005,12/20/2010,0.6629999999999999,5.8849,6.211,5,70000000,4,1,0,0,0,0,web,0,0,1,1,1,1,2.8,1,acquired
IL,Itasca,Accertify,3/1/2007,,6/3/2008,5/4/2010,1.2603,3.1781,2.8411,2,4700000,1,0,0,0,0,1,security,1,0,1,0,0,0,1.0,1,acquired
MA,Cambridge,N2N Commerce,1/1/2006,1/1/2008,1/3/2008,1/3/2008,2.0055,2.0055,0.0,1,30000000,1,0,0,1,0,0,ecommerce,1,0,0,0,0,0,2.0,1,acquired
MA,Lexington,StreamBase Systems,1/1/2003,,1/24/2005,5/18/2012,2.0658,9.3836,7.0055,5,39000000,1,0,0,1,0,0,software,0,0,0,1,1,1,3.25,1,acquired
CA,Santa Clara,Provigent,1/1/2000,,6/7/2006,12/29/2008,6.4356,9.0,10.0082,3,32000000,1,1,0,0,0,0,semiconductor,0,0,0,0,0,1,3.0,1,acquired
MA,Waltham,Navic Networks,1/3/2000,,2/14/2000,2/26/2001,0.1151,1.1507,,3,42000000,0,0,0,1,0,0,advertising,0,0,1,1,1,0,2.6667,1,acquired
CA,Irvine,Integrien,1/1/2001,,5/16/2005,5/11/2010,4.3726,9.3616,4.0027,3,24510540,2,1,0,0,0,0,enterprise,1,0,1,1,0,0,2.6667,1,acquired
CA,Palo Alto,Generic Media,1/1/2000,1/28/2011,8/26/2005,8/26/2005,5.6548,5.6548,,1,2500000,0,1,0,0,0,0,software,1,0,0,0,0,0,2.0,1,closed
FL,Tampa,Persystent Technologies,1/1/2002,,8/8/2005,12/3/2009,3.6027,7.926,8.5945,3,21460663,2,0,0,0,0,1,software,0,0,0,1,1,1,4.5,1,acquired
NY,New York,WireImage,1/1/2001,,5/8/2006,5/8/2006,5.3507,5.3507,,1,15000000,0,0,1,0,0,0,games_video,0,0,0,0,1,0,4.0,1,acquired
CA,San Francisco,Hello Chair,1/1/2006,7/1/2013,6/1/2007,4/12/2010,1.4137,4.2795,1.3288,2,889999,2,1,0,0,0,0,mobile,1,1,0,0,0,0,3.5,1,closed
CA,Foster City,Encentuate,1/1/2001,,3/22/2005,3/22/2005,4.2219,4.2219,3.0,1,16000000,1,1,0,0,0,0,software,0,0,0,1,0,0,3.0,1,acquired
CA,San Francisco,Consorte Media,7/1/2005,,12/1/2007,12/1/2007,2.4192,2.4192,2.5041,1,7000000,4,1,0,0,0,0,web,0,0,0,1,0,0,2.0,1,acquired
NY,New York,Triples Media,6/1/2010,7/1/2013,3/1/2011,3/1/2011,0.7479,0.7479,,2,100000,0,0,1,0,0,0,advertising,0,1,0,0,0,0,1.0,0,closed
NY,New York,RightsFlow,10/1/2007,,8/26/2009,8/26/2009,1.9041,1.9041,1.9041,1,1500000,3,0,1,0,0,0,music,0,0,1,0,0,0,1.0,0,acquired
WA,Seattle,thePlatform,1/1/2000,,1/12/2006,1/12/2006,6.0356,6.0356,10.4959,1,8000000,4,0,0,0,0,1,web,1,0,0,0,0,0,1.0,1,acquired
CA,Santa Monica,Docstoc,8/1/2007,,11/1/2007,4/28/2008,0.2521,0.7425,4.2082,2,4000000,4,1,0,0,0,0,web,0,0,1,1,0,0,3.0,1,acquired
CA,San Francisco,TwtBks,6/20/2009,3/3/2012,6/26/2009,6/26/2009,0.0164,0.0164,,1,25000,0,1,0,0,0,0,web,0,1,0,0,0,0,1.0,0,closed
CA,Redwood City,Zenprise,1/1/2003,,6/6/2005,1/1/2012,2.4301,9.0055,8.5781,6,64630000,3,1,0,0,0,0,mobile,1,0,0,1,1,0,3.6667,1,acquired
CA,San Mateo,Picateers,1/1/2005,11/1/2011,1/1/2006,8/25/2008,1.0,3.6493,3.4986,2,12100000,1,1,0,0,0,0,web,0,0,1,1,0,0,1.0,1,closed
CA,San Francisco,Vontu,1/1/2001,,3/21/2005,8/11/2006,4.2192,5.6110000000000015,5.0027,2,20000000,1,1,0,0,0,0,software,0,0,0,0,1,1,4.5,1,acquired
TX,Austin,NextIO,1/1/2003,7/1/2013,1/11/2005,5/17/2012,2.0301,9.3808,9.0055,4,49600000,1,0,0,0,1,0,hardware,0,0,0,1,1,0,2.6667,1,closed
CA,Calabasas,Emergent Game Technologies,1/1/2000,,7/5/2007,12/10/2009,7.5123,9.9479,0.4164,5,51450000,1,1,0,0,0,0,games_video,1,0,0,0,0,1,5.6667,1,acquired
CA,San Francisco,threadsy,6/1/2008,,3/27/2008,12/7/2010,-0.1808,2.5178,4.6904,2,6300000,1,1,0,0,0,0,messaging,0,0,1,1,0,0,2.0,1,acquired
NY,New York,Sonar.me,1/1/2010,7/17/2013,1/1/2012,1/1/2012,2.0,2.0,1.0274,1,200000,3,0,1,0,0,0,mobile,0,1,0,0,0,0,2.0,1,closed
OH,Cincinnati,StyleZen,9/1/2011,4/1/2013,9/1/2011,9/1/2011,0.0,0.0,0.0,1,20000,1,0,0,0,0,1,fashion,0,1,0,0,0,0,1.0,0,closed
MA,North Reading,Kiva Systems,1/1/2003,,1/1/2003,5/24/2006,0.0,3.3945,6.9781,2,11600000,3,0,0,1,0,0,hardware,0,0,1,0,1,0,2.0,1,acquired
CA,Mountain View,Krillion,5/1/2006,,6/14/2006,6/14/2006,0.1205,0.1205,-0.2438,1,9150000,2,1,0,0,0,0,web,0,0,1,0,0,0,2.0,1,acquired
OH,Cincinnati,Transactiv,7/1/2009,7/19/2013,10/13/2009,10/13/2009,0.2849,0.2849,0.0,1,1200000,2,0,0,0,0,1,advertising,0,0,1,0,0,0,4.0,1,closed
CA,Los Angeles,nprogress,2/1/2010,1/1/2012,12/1/2011,12/1/2011,1.8301,1.8301,1.1616,1,1700000,2,1,0,0,0,0,social,0,0,0,0,0,0,7.0,1,closed
CA,Burlingame,Brightkite,1/1/2007,12/1/2011,8/1/2007,7/6/2009,0.5808,2.5123,0.5918,3,1415000,4,1,0,0,0,0,social,1,1,0,0,0,0,1.0,1,acquired
CA,San Francisco,Peanut Labs,1/1/2005,,2/1/2006,2/19/2008,1.0849,3.1342,5.9178,2,4200000,2,1,0,0,0,0,enterprise,0,0,1,1,0,0,1.5,1,acquired
MA,Boston,FlipKey,1/1/2007,,12/1/2007,8/20/2008,0.9151,1.6356,4.8521,2,500000,2,0,0,1,0,0,web,0,1,1,0,0,0,2.0,0,acquired
TX,Richardson,AppTrigger,1/1/2002,,12/13/2007,12/13/2007,5.9507,5.9507,,1,21500000,0,0,0,0,1,0,public_relations,0,0,0,0,1,0,4.0,1,acquired
UT,Lindon,Footnote,6/1/2006,,6/16/2006,1/1/2008,0.0411,1.5863,2.2795,2,10000000,2,0,0,0,0,1,web,0,0,1,0,0,0,2.0,0,acquired
CA,Los Angeles,NextMedium,1/1/2004,12/24/2011,2/1/2005,7/24/2006,1.0877,2.5616,4.0027,2,9500000,1,1,0,0,0,0,software,0,0,1,1,0,0,2.5,1,closed
NM,Albuquerque,iosil Energy,1/1/2007,3/4/2012,12/24/2009,3/17/2012,2.9808,5.211,,2,13875001,0,0,0,0,0,1,cleantech,0,0,0,0,0,0,10.0,1,closed
NJ,Red Bank,Kurani Interactive,1/1/2000,6/1/2013,11/25/2010,11/25/2010,10.9068,10.9068,9.2548,1,275000,1,0,0,0,0,1,software,0,1,0,0,0,0,2.0,0,closed
CA,Palo Alto,Kapow Software,1/1/2005,,2/1/2005,1/13/2010,0.0849,5.0356,1.8329,3,19743770,1,1,0,0,0,0,software,0,0,0,1,1,0,2.5,1,acquired
MA,Boston,Locately,7/1/2008,,8/1/2010,7/7/2012,2.0849,4.0192,2.5041,5,1178000,1,0,0,1,0,0,software,0,1,0,0,0,0,5.0,1,acquired
CA,Palo Alto,TrustedID,1/1/2005,,10/1/2005,10/18/2007,0.7479,2.7945,2.0575,3,25000000,2,1,0,0,0,0,security,0,0,1,1,0,0,2.0,1,acquired
PA,Bethlehem,Ciclon Semiconductor Device Corporation,1/1/2004,,8/2/2005,3/7/2007,1.5863,3.1808,,3,24150000,0,0,0,0,0,1,semiconductor,1,0,1,1,0,0,2.0,1,acquired
CA,Sunnyvale,Azingo,1/1/2005,8/11/2009,10/1/2006,7/18/2008,1.7479,3.5452,2.0,2,80000000,1,1,0,0,0,0,mobile,0,0,1,1,0,0,1.0,0,closed
CA,Santa Clara,Vudu,1/1/2004,,6/1/2005,4/29/2007,1.4164,3.326,4.4192,2,36000000,3,1,0,0,0,0,hardware,0,0,1,1,0,0,3.5,1,acquired
MO,Saint Louis,"ITOG, Inc.",9/19/2006,4/16/2010,2/11/2008,2/11/2008,1.3973,1.3973,,1,205000,0,0,0,0,0,1,network_hosting,0,1,0,0,0,0,1.0,0,closed
CA,Sunnyvale,Plaxo,11/17/2002,,11/1/2002,2/1/2007,-0.0438,4.211,6.4164,4,28300000,4,1,0,0,0,0,web,0,0,1,1,1,1,2.5,1,acquired
CA,Palo Alto,Sharetivity,7/7/2007,11/11/2012,5/1/2006,5/1/2006,-1.1836,-1.1836,0.8301,1,2000000,1,1,0,0,0,0,web,0,0,0,0,0,0,1.0,0,closed
CA,San Bruno,YouTube,2/1/2005,,11/1/2005,4/1/2006,0.7479,1.1616,2.4,2,11500000,6,1,0,0,0,0,games_video,0,0,1,1,0,0,1.0,1,acquired
NY,New York City,Hashable,1/1/2010,7/25/2012,11/22/2010,11/22/2010,0.8904,0.8904,1.3288,1,4000000,2,0,1,0,0,0,mobile,0,0,1,0,0,0,3.0,1,closed
NY,New York,MyNines,8/1/2009,8/5/2011,4/19/2010,4/19/2010,0.7151,0.7151,0.7479,1,500000,2,0,1,0,0,0,ecommerce,0,1,0,0,0,0,1.0,1,closed
TX,Austin,itzbig,6/1/2006,3/24/2010,2/27/2007,2/27/2007,0.7425,0.7425,1.1671,1,4000000,2,0,0,0,1,0,search,0,0,1,0,0,0,2.0,1,closed
NY,Brooklyn,Loosecubes,1/1/2010,1/1/2012,1/1/2010,6/5/2012,0.0,2.4274,2.4274,2,9030000,2,0,1,0,0,0,web,0,1,1,0,0,0,4.0,1,closed
PA,Philadelphia,Avid Radiopharmaceuticals,1/1/2005,,1/25/2005,5/21/2009,0.0658,4.3863,,4,69900000,0,0,0,0,0,1,biotech,0,1,1,0,1,1,4.75,1,acquired
CA,Los Angeles,Contur,9/1/2011,11/1/2012,5/1/2012,5/1/2012,0.6658,0.6658,0.4192,1,20000,1,1,0,0,0,0,messaging,0,1,0,0,0,0,1.0,0,closed
IN,Indianapolis,ExactTarget,12/1/2000,,7/21/2004,10/24/2012,3.6384,11.9041,10.9836,7,238209999,3,0,0,0,0,1,software,1,0,0,0,0,0,2.0,1,acquired
MA,Burlington,Rhythmia Medical,1/1/2004,,2/6/2007,9/24/2010,3.1014,6.7342,4.0027,3,14700000,2,0,0,1,0,0,medical,1,0,0,1,0,0,1.0,0,acquired
CA,Palo Alto,MyMiniLife,1/1/2007,,11/15/2006,11/15/2007,-0.1288,0.8712,-0.5863,3,430000,2,1,0,0,0,0,games_video,0,1,0,0,0,0,1.6667,0,acquired
CA,San Mateo,Adept Cloud,6/1/2011,,10/1/2012,11/1/2012,1.337,1.4219,0.5863,2,1015000,1,1,0,0,0,0,enterprise,1,0,1,0,0,0,1.0,0,acquired
CA,Menlo Park,Factery,4/1/2009,1/17/2013,9/10/2009,9/10/2009,0.4438,0.4438,0.8192,1,1200000,1,1,0,0,0,0,web,1,0,0,0,0,0,2.0,1,closed
PA,New Hope,"MeetMe, Inc.",4/1/2005,,1/29/2007,7/29/2008,1.8301,3.3288,3.274,2,17100000,4,0,0,0,0,1,web,0,0,1,1,0,0,2.5,1,acquired
CO,Englewood,WildBlue,1/1/2004,,9/3/2008,9/3/2008,4.6767,4.6767,5.9671,1,50000000,1,0,0,0,0,1,web,1,0,0,0,0,0,4.0,1,acquired
CA,Los Angeles,HeadCase Humanufacturing,1/1/2006,1/1/2012,8/28/2006,8/28/2006,0.6548,0.6548,,1,900000,0,1,0,0,0,0,software,0,0,1,0,0,0,1.0,1,closed
CA,San Mateo,bluepulse,4/10/1990,1/1/2010,4/1/2007,4/1/2007,16.9863,16.9863,16.663,1,6000000,2,1,0,0,0,0,network_hosting,0,0,1,0,0,0,1.0,1,closed
NY,New York,Mr. Youth,1/1/2002,,10/1/2002,2/1/2009,0.7479,7.0904,8.0055,2,15100000,3,0,1,0,0,0,advertising,0,1,1,0,0,0,1.0,0,acquired
CA,Petaluma,Teknovus,1/1/2001,,1/1/2002,11/16/2009,1.0,8.8795,4.0027,5,62600000,2,1,0,0,0,0,semiconductor,1,0,1,1,1,1,9.3333,1,acquired
CA,Redwood City,Qik,6/1/2006,,4/9/2008,1/6/2011,1.8575,4.6027,3.9178,4,14800000,3,1,0,0,0,0,mobile,1,0,0,1,1,0,2.25,1,acquired
CA,North Hollywood,EQAL,4/1/2008,,4/16/2008,5/23/2011,0.0411,3.1425,1.8466,2,6875000,5,1,0,0,0,0,web,1,0,1,0,0,0,7.0,1,acquired
TX,Waco,IonLogix Systems,12/11/2007,2/2/2011,10/24/2008,10/24/2008,0.8712,0.8712,,1,30000,0,0,0,0,1,0,software,0,1,0,0,0,0,1.0,0,closed
CA,Santa Clara,Atrica,1/1/2000,12/13/2007,4/5/2006,4/5/2006,6.263,6.263,6.0055,1,22200000,1,1,0,0,0,0,public_relations,0,0,0,0,0,0,9.0,1,closed
CO,Boulder,Socialthing,5/18/2007,,8/1/2007,10/23/2007,0.2055,0.4329,0.4685,2,415000,2,0,0,0,0,1,network_hosting,0,1,0,0,0,0,1.0,1,acquired
NY,New York,Next New Networks,3/1/2007,,1/1/2007,12/29/2010,-0.1616,3.8329,3.0027,4,27063781,4,0,1,0,0,0,web,0,0,1,1,1,0,3.5,1,acquired
CA,Carpinteria,AdECN,1/1/2003,,2/1/2006,2/1/2006,3.0877,3.0877,5.0027,1,3100000,1,1,0,0,0,0,advertising,0,0,1,0,0,0,5.0,1,acquired
CA,Menlo Park,Cuil,1/1/2005,9/1/2010,3/1/2007,4/15/2008,2.1616,3.2877,3.4986,2,33000000,4,0,0,0,0,0,search,0,0,1,1,0,0,2.5,1,closed
CA,Mountain View,Sensory Networks,1/1/2003,,10/10/2005,1/1/2008,2.7753,5.0027,4.1644,3,17400000,2,1,0,0,0,0,web,1,0,0,0,1,0,5.0,1,acquired
CA,Menlo Park,Flock,1/1/2005,,1/1/2005,5/21/2008,0.0,3.3863,5.3973,5,28300000,4,1,0,0,0,0,web,0,1,1,1,1,1,2.0,1,acquired
CA,Mountain View,AdMob,12/1/2006,,9/1/2006,1/29/2009,-0.2493,2.1644,1.411,4,46800000,6,1,0,0,0,0,advertising,0,0,1,1,1,0,2.5,1,acquired
IL,Chicago,FeeFighters,1/1/2009,,5/1/2010,1/12/2011,1.3288,2.0301,2.0,3,1525000,2,0,0,0,0,1,ecommerce,0,1,0,0,0,0,2.6667,1,acquired
NY,New York City,WeHostels,11/15/2011,,3/18/2012,3/18/2012,0.3397,0.3397,0.5452,1,1200000,3,0,1,0,0,0,travel,0,1,0,0,0,0,5.0,1,acquired
CA,Mountain View,TimeBridge,5/1/2005,,7/5/2005,5/11/2009,0.1781,4.0301,3.674,3,12400000,4,1,0,0,0,0,web,1,0,1,1,0,0,1.6667,1,acquired
PA,West Chester,Lazarus Therapeutics,1/1/2006,2/1/2012,8/2/2010,8/2/2010,4.5863,4.5863,,1,100000,0,0,0,0,0,1,biotech,1,0,0,0,0,0,1.0,1,closed
CA,San Francisco,Loyalty Lab,1/1/2003,,3/22/2005,4/29/2010,2.2219,7.3288,7.0055,3,11000000,1,1,0,0,0,0,software,1,1,0,1,0,0,1.6667,1,acquired
TN,Nashville,RentStuff.com,1/1/2010,,5/5/2011,4/12/2012,1.3397,2.2795,1.0,2,675000,1,0,0,0,0,1,web,0,1,0,0,0,0,1.5,0,acquired
CA,Sunnyvale,ZManda,1/1/2005,,1/1/2005,5/22/2007,0.0,2.3863,,2,13000000,0,1,0,0,0,0,software,0,0,1,1,0,0,2.5,1,acquired
NY,New York,Jumo,2/1/2010,,11/1/2010,11/1/2010,0.7479,0.7479,1.0329,1,3500000,2,0,1,0,0,0,social,0,0,0,0,0,0,2.0,1,acquired
MA,Bedford,Sionex,1/1/2001,8/6/2010,12/7/2005,12/7/2005,4.9342,4.9342,0.0,1,12000000,1,0,0,1,0,0,hardware,0,0,0,0,1,0,4.0,1,closed
CA,Belmont,sezmi,1/1/2007,,8/1/2007,11/7/2011,0.5808,4.8521,0.9068,5,78573646,4,1,0,0,0,0,games_video,0,0,1,1,1,0,4.3333,1,acquired
TN,Nashville,StudioNow,1/1/2007,,6/15/2007,1/29/2013,0.4521,6.0822,3.7425,3,15286415,1,0,0,0,0,1,photo_video,0,0,1,0,0,0,1.0,0,acquired
CA,San Francisco,PicApp,1/1/2008,,9/17/2008,9/17/2008,0.7123,0.7123,1.5836,1,3200000,3,1,0,0,0,0,web,0,0,1,0,0,0,1.0,1,acquired
WA,Puyallup,Million Dollar Earth,3/1/2011,10/1/2012,3/7/2011,3/7/2011,0.0164,0.0164,0.0,1,30000,1,0,0,0,0,1,advertising,0,1,0,0,0,0,2.0,0,closed
CA,San Mateo,Composite Software,1/1/2002,,1/1/2002,10/24/2012,0.0,10.8192,9.5863,3,14650003,1,1,0,0,0,0,software,0,1,0,0,0,1,1.0,0,acquired
CA,San Francisco,Terracotta,1/1/2003,,2/27/2006,9/1/2008,3.1589,5.6712,9.0055,2,23500000,1,1,0,0,0,0,software,1,0,0,1,0,0,5.0,1,acquired
MA,Boxborough,FireStar Software,1/1/2001,4/29/2010,1/3/2006,1/3/2006,5.0082,5.0082,,1,980000,0,0,0,1,0,0,software,0,0,0,0,0,0,1.0,0,closed
CA,Sunnyvale,Aquest Systems,1/1/2004,11/10/2010,2/26/2007,2/26/2007,3.1562,3.1562,,1,20000000,0,1,0,0,0,0,hardware,0,0,0,1,0,0,3.0,1,closed
WA,Seattle,Faves,12/1/2004,12/31/2011,1/1/2004,1/1/2004,-0.9178,-0.9178,,1,1500000,0,0,0,0,0,1,web,0,0,0,0,0,0,3.0,0,closed
CA,Santa Monica,Generate,1/1/2004,,3/4/2008,7/14/2009,4.1753,5.537000000000001,6.3836,2,8000000,1,1,0,0,0,0,games_video,0,0,1,0,0,0,1.5,1,acquired
CA,San Mateo,Attributor,10/1/2005,,1/28/2006,6/10/2010,0.326,4.6932,3.2548,4,25200000,3,1,0,0,0,0,software,0,0,1,1,1,1,4.0,1,acquired
CA,San Mateo,Greenplum Software,6/1/2003,,3/1/2006,1/1/2008,2.7507,4.589,7.9205,4,61000000,2,1,0,0,0,0,software,0,0,1,1,1,0,3.0,1,acquired
CA,Santa Clara,PlaySpan,5/1/2006,,9/1/2007,8/19/2010,1.337,4.3041,2.0822,4,46300000,4,1,0,0,0,0,games_video,1,0,1,1,1,0,4.25,1,acquired
MD,Chevy Chase,JackBe,1/1/2002,,1/10/2006,4/8/2010,4.0274,8.2712,5.811,4,24500000,5,0,0,0,0,1,software,0,0,0,1,1,1,4.3333,1,acquired
CA,San Mateo,D2C Games,1/1/2006,2/26/2008,12/27/2006,8/29/2007,0.9863,1.6575,-1.3342,2,7500000,1,1,0,0,0,0,games_video,0,0,1,0,0,0,1.0,0,closed
CA,Palo Alto,Zimbra,1/1/2003,,4/1/2006,4/1/2006,3.2493,3.2493,3.8356,1,14500000,3,1,0,0,0,0,enterprise,0,0,0,0,1,0,9.0,1,acquired
WA,Bellevue,Smith & Tinker,1/1/2007,11/8/2012,8/25/2009,8/25/2009,2.6493,2.6493,1.0,1,29000000,1,0,0,0,0,1,games_video,1,0,0,0,0,0,5.0,1,closed
CA,Sunnyvale,Mu Dynamics,1/1/2005,,1/1/2005,5/19/2008,0.0,3.3808,5.6795,3,24000000,1,1,0,0,0,0,network_hosting,0,0,1,1,1,0,2.6667,1,acquired
CA,Calabasas,Fulcrum Microsystems,1/1/2000,,5/9/2005,3/15/2010,5.3562,10.2082,8.0055,4,81017493,1,1,0,0,0,0,semiconductor,1,0,0,0,1,1,5.6667,1,acquired
CA,San Francisco,ReTel Technologies,10/1/2007,,8/6/2009,12/2/2009,1.8493,2.1726,2.1699,2,1000000,3,1,0,0,0,0,analytics,0,1,0,0,0,0,4.5,1,acquired
CO,Louisville,NexGen Storage,1/1/2010,,2/7/2011,11/15/2011,1.1014,1.8712,2.6466,2,12010000,2,0,0,0,0,1,software,1,0,1,0,0,0,2.5,1,acquired
MA,Woburn,WAY Systems,1/1/2002,,10/3/2005,10/3/2005,3.7562,3.7562,-1.0,1,22000000,3,0,0,1,0,0,mobile,0,0,0,0,1,0,4.0,1,acquired
CA,Menlo Park,Roxro Pharma,1/1/1999,1/1/2001,6/12/2007,6/12/2007,8.4493,8.4493,,1,42700000,0,1,0,0,0,0,biotech,0,0,0,1,0,0,3.0,1,closed
CA,Menlo Park,Intelliden,1/1/2000,,12/21/2005,5/22/2007,5.9753,7.3918,4.0027,3,80000000,1,1,0,0,0,0,software,1,0,0,0,0,1,4.0,1,acquired
CA,Campbell,Forrst,1/25/2010,,3/24/2011,3/24/2011,1.1589,1.1589,-0.0658,1,205000,3,1,0,0,0,0,web,0,1,0,0,0,0,7.0,1,acquired
NY,New York,XGraph,10/1/2008,,7/7/2010,7/7/2010,1.7644,1.7644,0.0,1,3750000,2,0,1,0,0,0,analytics,0,0,1,0,0,0,1.0,1,acquired
CA,Palo Alto,Color Labs Inc.,8/1/2010,6/1/2013,8/1/2010,3/23/2011,0.0,0.6411,1.5836,2,41000000,2,1,0,0,0,0,other,0,0,1,1,0,0,1.5,1,closed
CA,Palo Alto,Playdom,2/1/2008,,11/11/2009,6/21/2010,1.7781,2.3863,2.3123,2,76000000,3,1,0,0,0,0,games_video,0,0,1,0,0,0,4.0,1,acquired
MA,Boxborough,Digital Reef,1/1/2006,,1/1/2006,10/1/2008,0.0,2.7507,3.3315,2,20000000,2,0,0,1,0,0,enterprise,0,0,1,1,0,0,1.0,1,acquired
CA,San Francisco,Servio,4/30/2009,,8/13/2010,3/6/2013,1.2877,3.8521,1.3945,2,9356180,4,1,0,0,0,0,analytics,0,0,1,1,0,0,1.5,1,acquired
NY,New York,Advaliant,4/16/2013,5/4/2009,4/1/2004,4/1/2004,-9.0466,-9.0466,-6.0466,1,100000,2,0,1,0,0,0,advertising,0,1,0,0,0,0,1.0,0,closed
GA,Atlanta,Vocalocity,1/1/2007,,1/28/2009,8/29/2011,2.0767,4.6603,4.5836,2,13600000,2,0,0,0,0,1,software,0,0,0,1,1,0,3.0,1,acquired
CA,San Francisco,Dapper,10/1/2006,11/16/2010,12/1/2007,12/1/2007,1.1671,1.1671,1.926,1,3000000,4,1,0,0,0,0,advertising,0,0,1,0,0,0,2.0,1,acquired
CA,San Francisco,SeeSaw Networks,1/1/2005,1/1/2012,11/16/2006,6/23/2011,1.874,6.4767,,5,21138876,0,1,0,0,0,0,advertising,1,0,1,1,0,0,2.0,1,closed
MA,Cambridge,oneforty,3/31/2009,,6/10/2009,1/11/2010,0.1945,0.7836,1.211,4,2345000,3,0,0,1,0,0,enterprise,0,1,1,0,0,0,5.75,1,acquired
CA,San Mateo,Smalltown,1/15/2005,1/4/2010,11/1/2005,11/1/2005,0.7945,0.7945,2.0466,1,4000000,4,1,0,0,0,0,web,0,0,1,0,0,0,1.0,0,closed
CA,Mountain View,Skyrider,1/1/2003,10/15/2008,10/23/2006,3/5/2008,3.811,5.1781,1.7507,2,17000000,2,1,0,0,0,0,software,1,0,0,0,1,0,3.0,1,closed
NY,New York,SkillSlate,1/1/2009,,10/20/2010,10/20/2010,1.8,1.8,1.9151,1,1100000,1,0,1,0,0,0,web,0,1,0,0,0,0,8.0,1,acquired
KY,Lexington,AwesomeTouch,7/26/2010,,4/30/2010,6/1/2011,-0.2384,0.8493,0.9014,4,59700,1,0,0,0,0,1,software,0,1,0,0,0,0,1.0,1,acquired
CA,Menlo Park,Syncplicity,11/3/2008,,10/31/2008,10/31/2008,-0.0082,-0.0082,2.9726,1,2350000,3,1,0,0,0,0,enterprise,0,0,1,0,0,0,2.0,1,acquired
VA,Chantilly,Fortisphere,1/1/2006,5/1/2010,11/19/2007,11/19/2007,1.8822,1.8822,1.0,1,10000000,1,0,0,0,0,1,software,0,0,1,0,0,0,2.0,1,closed
